lemma,pos1,polarity,seed
scare,v,-0.5001182787,0
vandalism,n,-0.5008049562,0
downright,a,-0.5009028818,0
hopelessness,n,-0.5009093182,0
inflamed,a,-0.5013786847,0
odour,n,-0.5014353155,0
obsess,v,-0.5015555122,0
ill-thought-out,a,-0.5021232612,0
undemocratic,a,-0.5021297641,0
bitter,a,-0.502303033,0
disturbed,a,-0.5025596123,0
rash,n,-0.5027953323,0
rupture,n,-0.5028964033,0
illogical,a,-0.5031992715,0
unhappily,r,-0.5032265719,0
barbaric,a,-0.5034575201,0
mishap,n,-0.5040639343,0
short-sightedness,n,-0.5044403969,0
ineffective,a,-0.5044733242,0
injury,n,-0.5046016382,0
plunge,v,-0.5054830098,0
arise,v,-0.5057398967,0
odious,a,-0.5058085246,0
dishonest,a,-0.5062376501,0
severity,n,-0.5066052735,0
threatening,a,-0.5066577311,0
clumsy,a,-0.5066670624,0
inexplicable,a,-0.5069421847,0
deceit,n,-0.5072699243,0
mischief,n,-0.5075617733,0
murderous,a,-0.5084136891,0
wantonly,r,-0.5087866049,0
upset,n,-0.5090586045,0
torment,v,-0.5106199074,0
remedy,v,-0.5108264927,0
cancellation,n,-0.5113724814,0
attendant,a,-0.5115141903,0
obnoxious,a,-0.5117774836,0
throat,n,-0.5119631611,0
bottleneck,n,-0.5120821208,0
discontent,n,-0.5121855929,0
gravely,r,-0.5124528843,0
upheaval,n,-0.5127287317,0
outcry,n,-0.5128785776,0
breakage,n,-0.5130070364,0
persecution,n,-0.514019091,0
unpredictable,a,-0.5141225496,0
violent,a,-0.5141332647,0
uncertainty,n,-0.5141856679,0
riddled,a,-0.5142546806,0
frighten,v,-0.5143509375,0
disturbance,n,-0.5147161637,0
stench,n,-0.5149572474,0
beastly,a,-0.5155036285,0
futility,n,-0.5161658133,0
epidemic,n,-0.516620685,0
diabolical,a,-0.5172962823,0
heartless,a,-0.5178549288,0
over-production,n,-0.5185640655,0
absurdity,n,-0.5189808976,0
dirt,n,-0.5200765788,0
tragically,r,-0.5201619278,0
ineptitude,n,-0.5202748785,0
disgusting,a,-0.5205443529,0
inadvertent,a,-0.5206493265,0
desperate,a,-0.5209520312,0
unintended,a,-0.521417699,0
misguided,a,-0.521951598,0
spiral,n,-0.5224041479,0
ignorant,a,-0.5228664345,0
notorious,a,-0.5229076713,0
unrest,n,-0.5229721822,0
despicable,a,-0.5230979473,0
grossest,a,-0.5232575324,0
convulsion,n,-0.5235229327,0
doom,v,-0.5237438916,0
complication,n,-0.5237915657,0
mitigate,v,-0.52384836,0
incensed,a,-0.5241443075,0
horribly,r,-0.5242613684,0
irredeemable,a,-0.5250230183,0
boredom,n,-0.5255277202,0
callousness,n,-0.5258810891,0
unavoidably,r,-0.526737218,0
diarrhoea,n,-0.5267952283,0
debilitating,a,-0.5268662008,0
fatal,a,-0.5268687617,0
impoverishment,n,-0.5269148912,0
insensitive,a,-0.5270961592,0
insanitary,a,-0.5275529884,0
obstinacy,n,-0.5277177461,0
gravest,a,-0.5277807419,0
shamefully,r,-0.5287366727,0
madness,n,-0.5287950607,0
ignorance,n,-0.5291370155,0
dread,n,-0.529437874,0
neurotic,a,-0.5296499901,0
enormity,n,-0.5296857733,0
destitution,n,-0.5298506163,0
ensue,v,-0.5298934395,0
overloaded,a,-0.530223145,0
culpable,a,-0.5309357593,0
unmanageable,a,-0.5312197229,0
indiscipline,n,-0.5320993791,0
ineffectiveness,n,-0.5322440218,0
blatant,a,-0.5329055087,0
colossal,a,-0.5332848238,0
spectre,n,-0.5349673426,0
terrify,v,-0.5353522833,0
dishonesty,n,-0.5354323401,0
rioting,n,-0.5356622356,0
paralyse,v,-0.5358242312,0
unpopularity,n,-0.5360485565,0
septic,a,-0.5361677655,0
unworkable,a,-0.5365526758,0
obsession,n,-0.5374513988,0
demoralise,v,-0.5375666888,0
paralysis,n,-0.5383256733,0
resultant,a,-0.5385514125,0
inhumane,a,-0.5387797765,0
threaten,v,-0.5393836378,0
misconduct,n,-0.5395366974,0
damaging,n,-0.5397681995,0
lamentable,a,-0.5398581317,0
result,v,-0.5410953784,0
over-centralisation,n,-0.5411808121,0
nasty,a,-0.5414393946,0
irresponsibility,n,-0.542069272,0
hold-up,n,-0.5426952181,0
desperation,n,-0.5428431915,0
hangover,n,-0.5445158886,0
overrun,a,-0.5446891502,0
ravages,n,-0.5461327589,0
inequitable,a,-0.5469963117,0
monstrously,r,-0.547381216,0
inhumanity,n,-0.5474143305,0
victimise,v,-0.5481617966,0
embarrassing,a,-0.5482187992,0
oppression,n,-0.5483424164,0
misdemeanour,n,-0.5486804164,0
squalor,n,-0.5489540544,0
ill-health,n,-0.5491411513,0
unnecessarily,r,-0.5492454899,0
wanton,a,-0.5493864235,0
catastrophe,n,-0.5494632469,0
reprisal,n,-0.5498424639,0
inhumane,n,-0.5506415986,0
timidity,n,-0.5507909839,0
terrifying,a,-0.5509448534,0
neurosis,n,-0.550967933,0
irregularity,n,-0.552385258,0
helpless,a,-0.5529001019,0
intimidation,n,-0.5542882283,0
annoyance,n,-0.5543332797,0
immoral,a,-0.5544783095,0
irritation,n,-0.5554021681,0
idiotic,a,-0.5554195331,0
instability,n,-0.5563541942,0
prevalent,a,-0.556945863,0
heartache,n,-0.5571160141,0
fear,v,-0.5572516151,0
filth,n,-0.5573203751,0
hurtful,a,-0.5573523763,0
overcrowding,n,-0.5573857604,0
indefensible,a,-0.5574117486,0
reckless,a,-0.5577795894,0
bitterly,r,-0.5613500801,0
unbelievable,a,-0.5621190046,0
overspending,n,-0.5624744818,0
inevitably,r,-0.5628334407,0
maltreatment,n,-0.5635038712,0
utterly,r,-0.5646924354,0
disruption,n,-0.5650245975,0
flagrantly,r,-0.5650250682,0
rigidity,n,-0.5653524791,0
malpractice,n,-0.5661905859,0
arbitrariness,n,-0.566307851,0
appal,v,-0.5669220259,0
unimaginable,a,-0.5671015212,0
disorganisation,n,-0.5687458917,0
recurrence,n,-0.5693791283,0
headache,n,-0.5696094955,0
scandal,n,-0.5696375091,0
unwanted,a,-0.5701153538,0
calamity,n,-0.5702523534,0
dilatoriness,n,-0.5703383683,0
prone,a,-0.5703762322,0
harass,v,-0.5712465866,0
vacillation,n,-0.5713544024,0
outrage,n,-0.5715066054,0
depression,n,-0.5716652973,0
misbehaviour,n,-0.5718875752,0
unspeakable,a,-0.5721393542,0
upset,a,-0.5722507083,0
despair,n,-0.5724563891,0
devastation,n,-0.5726528484,0
wickedness,n,-0.5734845972,0
rampant,a,-0.5747323723,0
guilty,a,-0.5752738731,0
owing,n,-0.5755853434,0
serious,a,-0.5756213186,0
cowardice,n,-0.5757579634,0
crazy,a,-0.5761228197,0
unconscionable,a,-0.5773978093,0
unavoidable,a,-0.5779926508,0
fester,v,-0.5784394782,0
insecurity,n,-0.578960371,0
maladministration,n,-0.580611771,0
turmoil,n,-0.58101083,0
plague,v,-0.5816889408,0
horrifying,a,-0.5817635564,0
occur,v,-0.5824395152,0
degradation,n,-0.5829148378,0
vile,a,-0.5836060921,0
scandalously,r,-0.5843705864,0
misfortune,n,-0.5858284501,0
pointless,a,-0.5862852426,0
unpleasant,a,-0.5863933307,0
embarrassment,n,-0.587994747,0
imposition,n,-0.5880367594,0
deplore,v,-0.5880714008,0
avoid,v,-0.5882947468,0
ludicrous,a,-0.5910297927,0
wilful,a,-0.5912941383,0
incompetent,a,-0.5918894572,0
callous,a,-0.5926244199,0
ill-treatment,n,-0.592790303,0
harsh,a,-0.5937179949,0
inhalation,n,-0.5937951687,0
exasperate,v,-0.5944711657,0
demoralising,a,-0.5946579864,0
misrepresentation,n,-0.5954043142,0
frightening,a,-0.595789953,0
cruelty,n,-0.5971632845,0
peril,n,-0.5975642011,0
hurt,n,-0.5978275229,0
distortion,n,-0.5979187845,0
insane,a,-0.5980496468,0
farcical,a,-0.5988373316,0
inaction,n,-0.5989230822,0
absurd,a,-0.5996793021,0
accentuate,v,-0.600935498,0
fragmentation,n,-0.6013693765,0
consequent,a,-0.6014704832,0
nightmare,n,-0.602314539,0
occasion,v,-0.6032120694,0
unwarranted,a,-0.6034176674,0
humiliating,a,-0.6040348235,0
unhappiness,n,-0.6040616412,0
subject,v,-0.6041111591,0
exasperation,n,-0.6055337448,0
wilfully,r,-0.6073317319,0
carnage,n,-0.6088818975,0
frustration,n,-0.6092433936,0
cowardly,a,-0.6112284571,0
disastrously,r,-0.6119224291,0
agony,n,-0.6119946393,0
neglect,n,-0.612505589,0
dislocation,n,-0.6137375056,0
accusation,n,-0.613818236,0
irrational,a,-0.6143379127,0
starvation,n,-0.615827191,0
overload,v,-0.6166813699,0
suicidal,a,-0.6177951553,0
overwork,n,-0.6178500438,0
carelessness,n,-0.6183176869,0
inhuman,a,-0.6189552472,0
dire,a,-0.6190356257,0
infliction,n,-0.6193577222,0
horror,n,-0.6197974195,0
oppressive,a,-0.6205214938,0
harshness,n,-0.6215966662,0
misjudgment,n,-0.6241148364,0
irresponsible,a,-0.6251416322,0
bitterness,n,-0.6255146039,0
folly,n,-0.6269620704,0
indescribable,a,-0.6272348651,0
crass,a,-0.6274388153,0
depredation,n,-0.6300615489,0
negligent,a,-0.6313887612,0
endemic,a,-0.6316110056,0
chaos,n,-0.6316998313,0
worsen,v,-0.6336247216,0
atrocious,a,-0.6338278983,0
outrageous,a,-0.6349637607,0
inequity,n,-0.6361443559,0
privation,n,-0.6372051344,0
intolerably,r,-0.6379684814,0
inconsiderate,a,-0.6390670603,0
graver,a,-0.6401768955,0
savage,a,-0.641191344,0
panic,n,-0.6412566218,0
rife,a,-0.6419293167,0
delay,n,-0.6429520551,0
distressing,a,-0.6434358288,0
inevitable,a,-0.6452210122,0
evil,n,-0.6454783696,0
chronic,a,-0.6454905917,0
precipitate,v,-0.6456863796,0
hardship,n,-0.6470877499,0
harassment,n,-0.6489489445,0
heartbreak,n,-0.6494124536,0
inflexibility,n,-0.6502187878,0
appallingly,r,-0.6521523129,0
chaotic,a,-0.6524914491,0
hopelessly,r,-0.6535343246,0
severe,a,-0.6539916751,0
disgraceful,a,-0.6540900923,0
unjustified,a,-0.6550842941,0
unpardonable,a,-0.6581022616,0
pernicious,a,-0.6601290821,0
victimisation,n,-0.6602596058,0
brutality,n,-0.6618754783,0
muddle,n,-0.6624680508,0
cruelly,r,-0.6630342833,0
anguish,n,-0.6640338182,0
hideous,a,-0.6660105859,0
inconvenience,n,-0.6665215541,0
irritating,a,-0.6677441941,0
shocking,a,-0.6711179063,0
indecision,n,-0.6726134817,0
alleged,a,-0.6735238122,0
inadequacy,n,-0.673604457,0
crippling,a,-0.6759556807,0
abominable,a,-0.6775947484,0
shameful,a,-0.6798024227,0
senseless,a,-0.6872254782,0
inefficiency,n,-0.6873845097,0
unforgivable,a,-0.6877544405,0
perpetuate,v,-0.6878004144,0
self-inflicted,a,-0.6880303979,0
avoidable,a,-0.6911522118,0
persist,v,-0.6916394699,0
needlessly,r,-0.6933026058,0
incompetence,n,-0.6973299798,0
vicious,a,-0.698690641,0
blunder,n,-0.6998765934,0
aggravation,n,-0.7002440317,0
aggravate,v,-0.7039810289,0
perpetrate,v,-0.7056778798,0
calamitous,a,-0.7100528855,0
stupidity,n,-0.7106230252,0
expose,v,-0.7111134541,0
iniquity,n,-0.7116127122,0
miscalculation,n,-0.7141921212,0
downright,r,-0.7157997614,0
grievously,r,-0.7177146011,0
afflict,v,-0.7177844928,0
grossly,r,-0.7210081538,0
deplorable,a,-0.7223982018,0
suffering,n,-0.7228495426,0
grotesquely,r,-0.7233549537,0
awful,a,-0.7241208282,0
iniquitous,a,-0.7256297229,0
unnecessary,a,-0.7263113131,0
damaging,a,-0.7293017649,0
unfairness,n,-0.7307350227,0
grotesque,a,-0.7309427965,0
monstrous,a,-0.7355353685,0
dreadfully,r,-0.7378265812,0
scandalous,a,-0.7396917847,0
needless,a,-0.7428610614,0
unacceptable,a,-0.7431328023,0
mishandle,v,-0.7433619596,0
consequence,n,-0.7547246978,0
indignity,n,-0.7551854552,0
unjustifiable,a,-0.7585723158,0
catastrophic,a,-0.7612507592,0
allege,v,-0.7629569352,0
humiliation,n,-0.7716901593,0
intolerable,a,-0.7720167849,0
cruel,a,-0.772968472,0
misery,n,-0.7816180558,0
grave,a,-0.7829011734,0
ruinous,a,-0.7872447378,0
mismanagement,n,-0.7936678313,0
inflict,v,-0.7991213059,0
ghastly,a,-0.8012988331,0
exacerbate,v,-0.8037117639,0
inexcusable,a,-0.8655126055,0
frightful,a,-0.8818750576,0
grievous,a,-0.9199342544,0
appalling,a,-0.9213940289,0
cause,v,-0.9595254145,0
dreadful,a,-0.9638380784,0
compound,v,-1,0
able,a,1,1
admirable,a,1,1
appreciate,v,1,1
appropriate,a,1,1
beautiful,a,1,1
best,a,1,1
better,a,1,1
clever,a,1,1
comfort,n,1,1
comfortable,a,1,1
confident,a,1,1
creative,a,1,1
delight,n,1,1
delightful,a,1,1
desirable,a,1,1
dignity,n,1,1
effective,a,1,1
efficiency,n,1,1
efficient,a,1,1
encourage,v,1,1
enjoy,v,1,1
excellent,a,1,1
fair,a,1,1
fairly,r,1,1
fortunate,a,1,1
fortunately,r,1,1
freedom,n,1,1
friendly,a,1,1
friendship,n,1,1
gain,v,1,1
generous,a,1,1
genuine,a,1,1
glad,a,1,1
glorious,a,1,1
good,a,1,1
grateful,a,1,1
happiness,n,1,1
happy,a,1,1
healthy,a,1,1
help,v,1,1
helpful,a,1,1
honest,a,1,1
honour,n,1,1
importance,n,1,1
important,a,1,1
improve,v,1,1
improvement,n,1,1
integrity,n,1,1
intelligent,a,1,1
interesting,a,1,1
joy,n,1,1
kindly,r,1,1
love,v,1,1
lovely,a,1,1
loving,a,1,1
magnificent,a,1,1
merit,n,1,1
nice,a,1,1
perfect,a,1,1
perfection,n,1,1
pleasant,a,1,1
praise,n,1,1
properly,r,1,1
prosperity,n,1,1
protect,v,1,1
reasonable,a,1,1
reliable,a,1,1
respect,n,1,1
respected,a,1,1
safe,a,1,1
satisfaction,n,1,1
satisfactory,a,1,1
satisfying,a,1,1
secure,v,1,1
significant,a,1,1
sincere,a,1,1
smart,a,1,1
solution,n,1,1
splendid,a,1,1
strength,n,1,1
strengthen,v,1,1
strong,a,1,1
succeed,v,1,1
success,n,1,1
successful,a,1,1
superior,a,1,1
sympathetic,a,1,1
sympathy,n,1,1
talent,n,1,1
true,a,1,1
truly,r,1,1
truth,n,1,1
useful,a,1,1
valuable,a,1,1
vigorous,a,1,1
welcome,a,1,1
well,r,1,1
wise,a,1,1
wonderful,a,1,1
worthy,a,1,1
abuse,n,-1,1
afraid,a,-1,1
anger,n,-1,1
angry,a,-1,1
anxiety,n,-1,1
anxious,a,-1,1
bad,a,-1,1
breach,n,-1,1
brutal,a,-1,1
burden,n,-1,1
careless,a,-1,1
complain,v,-1,1
complaint,n,-1,1
confusion,n,-1,1
contempt,n,-1,1
corrupt,a,-1,1
corruption,n,-1,1
criticism,n,-1,1
damage,n,-1,1
danger,n,-1,1
dangerous,a,-1,1
death,n,-1,1
destroy,v,-1,1
difficult,a,-1,1
difficulty,n,-1,1
disadvantage,n,-1,1
disappointment,n,-1,1
disaster,n,-1,1
disastrous,a,-1,1
discomfort,n,-1,1
distress,n,-1,1
enemy,n,-1,1
error,n,-1,1
evil,a,-1,1
excess,n,-1,1
excessive,a,-1,1
fail,v,-1,1
failure,n,-1,1
false,a,-1,1
fault,n,-1,1
fear,n,-1,1
fearful,a,-1,1
fraud,n,-1,1
frightened,a,-1,1
grim,a,-1,1
harm,v,-1,1
harmful,a,-1,1
hate,v,-1,1
hatred,n,-1,1
hopeless,a,-1,1
horrible,a,-1,1
hurt,v,-1,1
ill,a,-1,1
imperfect,a,-1,1
inadequate,a,-1,1
inferior,a,-1,1
injustice,n,-1,1
irrelevant,a,-1,1
lose,v,-1,1
loss,n,-1,1
miserable,a,-1,1
mistake,n,-1,1
neglect,v,-1,1
nonsense,n,-1,1
pain,n,-1,1
painful,a,-1,1
poorly,r,-1,1
prejudice,n,-1,1
problem,n,-1,1
regret,n,-1,1
restrict,v,-1,1
restriction,n,-1,1
ridiculous,a,-1,1
risk,n,-1,1
sad,a,-1,1
shame,n,-1,1
sick,a,-1,1
stupid,a,-1,1
suffer,v,-1,1
terrible,a,-1,1
threat,n,-1,1
tragedy,n,-1,1
tragic,a,-1,1
ugly,a,-1,1
undesirable,a,-1,1
unfair,a,-1,1
unfortunate,a,-1,1
unfortunately,r,-1,1
unhappy,a,-1,1
unjust,a,-1,1
unreasonable,a,-1,1
unsatisfactory,a,-1,1
weak,a,-1,1
weakness,n,-1,1
wicked,a,-1,1
worry,v,-1,1
worse,a,-1,1
worst,a,-1,1
wretched,a,-1,1
wrong,a,-1,1
